,AMOC Strength,TEM west Europe,TEM south of Iceland,TEM east of North America,TEM south Atlantic,TEM Arctic,TEM Greenland North,TEM Greenland South,PRE Tropical Atlantic,PRE SAHARA,PRE SAHEL,PRE Arctic,PRE Greenland North,PRE Greenland South,EAP,NAO,AO,ENSO,IOD,PDO,AMO
0,-0.47645447746657205,-0.5363752398553409,0.5005909554687609,-1.558149522403415,-1.904945835332515,0.9626591963205778,-0.9076979638960293,-0.11200079491515885,-0.6122058588087177,0.5206994991053728,0.539930626585652,0.14703697686891662,-0.2542514387159278,-0.5270911810106075,-0.8177833929976783,-0.40827965482296175,-0.7378470270066929,-1.1244776054019092,-1.082469968986291,0.913081606019493,-0.46843575190938486
1,-0.6840544059254113,-0.6582652431378319,0.6821890799967302,-1.9317449488825968,-2.095127698972977,1.1417748180752956,-0.9427425526672745,0.06532221512581074,-0.3037002009652264,0.2519259906816029,0.2859836300901325,0.26560033138907346,0.1624730282393776,-0.5913239882213357,-0.6877827350207589,-0.23743069656489263,-0.8643553994748805,-1.8720251132118093,-1.6994242457796416,0.8919504700806651,-0.7243272657038792
2,-0.7881953700365439,-0.11359784877769445,1.0378816130292992,-2.273031221950828,-1.757539049796408,1.2699409970188908,-0.6956441775683687,0.27411537189558105,-0.6893140292607614,0.0858179559253232,0.31968437211988365,1.012790577884974,0.8287879033779975,-0.31310284227098795,0.32407684420562805,-1.119250049823389,-1.3351180906346005,-1.3261851025004383,-1.5082108791076263,0.952986668262417,-1.044235128845075
3,-0.7790099666749688,0.31740700891806484,1.0098502895711499,-2.0736765436664983,-1.7094181427833253,1.9412282024758518,0.02896933957434474,0.769420896754954,-0.4048953785191654,-0.6178508798586301,0.36908804203771345,1.4360260554723048,1.8073261125420863,-0.5781964365820701,0.5278002470612686,-2.166950919012372,-0.470298837873482,-0.7961692578208351,-1.0983578481120166,0.2239627732341824,-1.2645974559179671
4,-0.33475629230268306,1.204175296825274,0.8470313348945813,-1.7427036866343324,-1.8019880525207683,1.3919619036447974,0.5948707499882383,0.845300969343682,-0.6998463546700711,-0.9965262207315574,1.033894581789132,1.7590858167062589,2.0631840069437546,0.6791947307591788,1.8551666510483045,-1.5711345365424116,-0.6443250512154769,-0.3611305510407792,-0.6284732709374375,-0.2568259073036103,-1.298646691994883
5,0.29717903708070526,1.4398871205140327,0.6556814035251962,-1.4862958966187247,-0.7176872127507813,1.0908517385487326,1.4975228406317505,1.1241256512817368,-0.39099704238794925,-1.262542876164042,1.5128569771588771,2.357015536089111,2.525793867390472,0.859769735982218,1.331080750555352,-2.005141566354884,-0.6622567310720839,0.8835478625095539,0.33683450365876555,-0.14705978899176952,-1.7690818282520022
6,0.6305465184240683,1.909954254445765,0.44322084479601753,-1.4425821177671228,-0.8109080711358361,0.8122436585024914,1.7396339889323391,0.9446923223300748,-1.7813674789652114,-0.8919344648135789,1.8443387568242235,1.8483966265730103,1.5130698138829273,1.1312472990622764,0.9012280850979328,-1.5520043275133304,-0.13289505942665683,1.3552268643537457,0.7992618544065709,0.1433596273748661,-1.8518998979215684
7,1.2245853895560914,1.5727862638006178,0.028915722032566513,-1.3840738772662455,-1.3493695007124389,1.160947557281706,1.9102719708015636,1.333650184095383,-1.3995539233787166,-0.6282963724245456,1.1642944026205588,0.6110678270247564,0.5941481614310026,1.34504670651536,-0.5501416192301152,-0.12724428584026273,0.7865375644648926,0.5267399567971139,0.4307516910670709,-0.06078945891183959,-1.5453791998721578
8,1.4248092117135571,1.7694262550999988,-0.1563383338366244,-1.5860455543195064,-0.47639526183753195,0.8221410088831486,1.724375556179741,1.2949611886270311,-0.9023437725375593,-0.7670147333499532,1.7543345744625125,0.2559412869436212,-0.45603333894274023,1.3254401114808672,-0.08471997764166841,0.8094550756013148,0.4869598945481364,0.3569514095463357,0.6331114299131184,0.13594476211213483,-1.2364736958511464
9,1.1247257747380999,1.3467662741552624,-0.17862959910071774,-1.439567329697917,0.25160181689007544,0.8708268761023658,1.4227671801314679,1.088486969489769,-0.4634469179882965,-0.6414561880228541,1.1798037616913117,-0.4170899213855166,-1.3844751344422819,0.5116472173468564,-0.8619670949137564,0.5111221519108504,0.8299530015036628,-0.06334543672116247,0.3807978454125022,0.5391952322564575,-0.9592632663559096
10,0.801669280109609,0.3584783480221412,-0.16464459850599453,-0.8639484956866653,0.4772889892810608,0.7721481261555673,0.943428261193143,0.7938274827334104,-0.669292136840485,-0.8285907312678349,-0.9053417402127854,-0.4687240176209583,-1.391600304970757,1.1235459897612543,-0.7886383496561807,0.1671033700118763,0.48503779149062576,-1.0400789382652815,0.10229399277218408,0.6974347321678808,-0.40140814943076464
11,0.7824259132090727,0.0639307811651851,-0.33317947970179584,-0.49969277775100035,0.7419133454972594,0.9742102226479165,0.7067310473584224,0.637220950760787,0.9438681822620185,-1.1819879939873232,-1.343811196135903,0.4189199329852527,-0.4085993526148555,1.398050174733942,0.0603697396801409,-1.0865133455622846,-0.24148845245280207,-1.1290847196295375,0.45615072003358825,0.8879351061743218,0.05484010031687746
